taxon	lfc_SampleSiteCLOACA	lfc_SampleSiteORAL	lfc_SampleSiteTANK WATER	lfc_SampleSiteORAL_SampleSiteCLOACA	lfc_SampleSiteTANK WATER_SampleSiteCLOACA	lfc_SampleSiteTANK WATER_SampleSiteORAL	se_SampleSiteCLOACA	se_SampleSiteORAL	se_SampleSiteTANK WATER	se_SampleSiteORAL_SampleSiteCLOACA	se_SampleSiteTANK WATER_SampleSiteCLOACA	se_SampleSiteTANK WATER_SampleSiteORAL	W_SampleSiteCLOACA	W_SampleSiteORAL	W_SampleSiteTANK WATER	W_SampleSiteORAL_SampleSiteCLOACA	W_SampleSiteTANK WATER_SampleSiteCLOACA	W_SampleSiteTANK WATER_SampleSiteORAL	p_SampleSiteCLOACA	p_SampleSiteORAL	p_SampleSiteTANK WATER	p_SampleSiteORAL_SampleSiteCLOACA	p_SampleSiteTANK WATER_SampleSiteCLOACA	p_SampleSiteTANK WATER_SampleSiteORAL	q_SampleSiteCLOACA	q_SampleSiteORAL	q_SampleSiteTANK WATER	q_SampleSiteORAL_SampleSiteCLOACA	q_SampleSiteTANK WATER_SampleSiteCLOACA	q_SampleSiteTANK WATER_SampleSiteORAL	diff_SampleSiteCLOACA	diff_SampleSiteORAL	diff_SampleSiteTANK WATER	diff_SampleSiteORAL_SampleSiteCLOACA	diff_SampleSiteTANK WATER_SampleSiteCLOACA	diff_SampleSiteTANK WATER_SampleSiteORAL	(Intercept)	SampleSiteCLOACA	SampleSiteORAL	SampleSiteTANK WATER	global	CARAPACE - CLOACA	CARAPACE - ORAL	CARAPACE - TANK WATER	CLOACA - ORAL	CLOACA - TANK WATER	ORAL - TANK WATER	structural_zero (SampleSite = CARAPACE)	structural_zero (SampleSite = CLOACA)	structural_zero (SampleSite = ORAL)	structural_zero (SampleSite = TANK WATER)
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae;__;__	1.7373935270230811	3.2717547486851393	0.952290888152066	1.5343612216620581	-0.7851026388710152	-2.319463860533073	0.9267641503475111	0.9632727299826973	1.177225659054509	1.0002380570953433	1.2076597496272998	1.2358983100679628	1.8746878872813608	3.396498880170632	0.8089280766415679	1.5339960430197888	-0.6501025136536251	-1.8767432899924625	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.6736697714783888	0.5890957670233672	0	0.11060553035359395	0	0.5890957670233673	0	0.11060553035359395	0	0.1831307594821726	0.2910859385857948	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;__	0.7007204602608912	0.4172433430149416	0.1901573169472552	-0.2834771172459496	-0.510563143313636	-0.22708602606768638	0.5793186954774476	0.6016622676137899	0.737020329114643	0.6913178398641403	0.8118631885807548	0.8279548117578557	1.2095595494003346	0.6934843108405997	0.25800823862712796	-0.410053235862768	-0.6288783017815704	-0.2742734541098363	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.12507483380261647	0.1938003392216704	0.041930790959671276	0.012621373963778309	0.08466036399244836	0.19380033922167042	0.04193079095967129	0.012621373963778312	0.14751983499766513	0.13542740240970744	0.013142491031725677	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Candidatus_Soleaferrea;s__Clostridiaceae_bacterium	0.8242863939478235	0.5364116240399145	0.700470830793016	-0.28787476990790906	-0.12381556315480757	0.16405920675310148	0.5507452523153922	0.5719248851993657	0.7008161012405824	0.6671964637474221	0.7805102527736634	0.795596628981779	1.4966745341561003	0.9379057248976468	0.9995073308861552	-0.431469268123832	-0.15863412775784802	0.20620902700790456	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.2805620761062118	0.31066900439406875	0.1105899087878473	0.017061255357686395	0.14020597699865836	0.31066900439406875	0.1105899087878473	0.0170612553576864	0.10203606014992017	0.08509871761826325	0.07724295189328366	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__Granulosicoccus;s__uncultured_bacterium	-0.4097472947261585	-0.4762900600805824	-1.7071028647652118	-0.06654276535442388	-1.2973555700390533	-1.2308128046846294	0.751601849708653	0.7809712063984274	0.9552944853937252	0.8415507486951355	1.0054248809481443	1.0275650227443212	-0.5451653623324515	-0.6098689121677988	-1.7869912271728736	-0.07907160139492671	-1.2903555448275859	-1.1977955432907728	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.09010406395843495	0.12242065671235638	0.027976171318923753	0	0.03556007443503497	0.12242065671235641	0.027976171318923784	0	0.07364518996915945	0.17897814089315006	0.008620722553521126	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Bythopirellula;s__uncultured_bacterium	-0.18970788915436324	-0.4361041550556783	-0.16776328042483338	-0.24639626590131505	0.021944608729529858	0.2683408746308449	0.4955006025651582	0.5144345084375633	0.6308068250234989	0.6213597671630222	0.720667986852278	0.7338149382526071	-0.38286106650983676	-0.8477350331341702	-0.26595032547180164	-0.39654364334900627	0.030450372612469117	0.36567922052640434	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.29692074206095337	0.4180313992093842	0.06859628971859476	0.01597293796280611	0.1495860931833913	0.4180313992093842	0.06859628971859476	0.015972937962806116	0.2380391732768655	0.2173969750992132	0.021319331649435974	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Colwelliaceae;__;__	-2.136987754906079	-2.7122767466502182	-1.640214077315688	-0.5752889917441393	0.49677367759039104	1.0720626693345303	0.8203838134651765	0.8525574999158201	1.042439246167396	0.9033043040311733	1.0843357215219729	1.1088772007015142	-2.604863382030622	-3.1813417240690782	-1.5734385321217086	-0.6368717487305207	0.4581364126721933	0.9668001728742428	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0.04782691951140023	0	0	0	0.04782691951140023	0.050782181825407155	0.12246868867442284	0.10817917923414005	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;__	2.1562809564261705	0.2080600664564169	0.6547698209694328	-1.9482208899697535	-1.5015111354567376	0.4467097545130159	0.6682438782700324	0.6942134832240938	0.849685015651363	0.7679468301609513	0.9109196449119872	0.9301382042101788	3.2267874447400975	0.29970617322230053	0.7706029986506123	-2.536921585523613	-1.6483464198445443	0.48026169927332124	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.4107947351798967	0	0.08218831621125174	0.011805522350832091	0	0	0.08218831621125174	0.011805522350832083	0	0.4488089074957364	0.12564862173783184	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Ulvibacter;s__uncultured_bacterium	0.11266403611546653	1.2135691895382046	2.63572027031409	1.100905153422738	2.523056234198623	1.4221510807758853	0.8316188736358887	0.8642505177995153	1.056674002812356	0.9134660601917765	1.0972926837562724	1.122225574630319	0.13547556421235663	1.4041868237789388	2.494355177944262	1.2051954652717036	2.299346629708357	1.2672595536279478	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.33699040862068236	0.09866412962879009	0.23133771252296323	0	0	0.09866412962879009	0.23133771252296328	0	0.06027082131567797	0	0.1542994476219324	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__Owenweeksia;s__uncultured_bacterium	-0.6532714872455896	0.20927841339976958	-0.9265920539417715	0.8625499006453592	-0.2733205666961819	-1.135870467341541	0.6912217872958487	0.7181286080268999	0.8787964818145714	0.788083124779179	0.9368295311019665	0.9568545912409658	-0.9450967826133986	0.29142191393095196	-1.0543875323994356	1.0944910169051594	-0.2917505881509547	-1.1870878582172089	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3546375339114913	0.46930746089552183	0.1265137798672501	0.1622109496020113	0.16882835538189064	0.46930746089552183	0.12651377986725007	0.16221094960201127	0.013187054609603443	0.09709885045488732	0.19626324968971856	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__OM60(NOR5)_clade;__	-1.0694840317436216	0.04231433714367829	-0.10268765414283719	1.1117983688872999	0.9667963776007844	-0.14500199128651547	0.8349479776007522	0.8677153147028396	1.0608919732194875	0.9164808525061257	1.1011353524803593	1.126184179675912	-1.2808990026142895	0.04876523028542995	-0.09679369505569083	1.213116854375164	0.8779995805447804	-0.12875513073558134	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.24098476376928055	0.33018988168852914	0.10617234113702397	0.17002665513526902	0.17817549306209768	0.3301898816885292	0.10617234113702397	0.170026655135269	0.06316545798127456	0.055262108815270605	0.057758124956506146	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__NS10_marine_group;s__uncultured_bacterium	-0.11035847239608938	1.3284563496163628	0.6924124057994496	1.4388148220124521	0.802770878195539	-0.6360439438169132	0.9694286325733432	1.007674922156215	1.2312845248539184	1.0395121629471347	1.257473009379222	1.2871888922791204	-0.11383867639966791	1.3183382065058664	0.5623496371657871	1.3841250475927567	0.6384000866880187	-0.49413411476129354	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.17329095632435085	0.19475837899585227	0.1562885567820917	0.057607307347016246	0.0804503509534755	0.1947583789958523	0.1562885567820917	0.05760730734701623	0.1771305477985734	0.13458299270330518	0.028910336361617626	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kordia;__	-0.6220216800645822	0.8774159380728735	-0.13677868681951874	1.4994376181374558	0.4852429932450635	-1.0141946248923923	0.9013812581385555	0.9368557799819786	1.1450642933879764	0.9769726360213116	1.1781124797916773	1.2054706943775497	-0.6900761186771518	0.9365539038353925	-0.1194506610758272	1.5347795453554005	0.4118817189092741	-0.8413266532506427	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.06500536490087815	0.05715753855750499	0.16347423981060633	0.031293726668747905	0.1122938122720318	0.05715753855750497	0.16347423981060635	0.031293726668747905	0.16656694253518456	0.12683367211981667	0.21395060040524616	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__Microscilla;__	-0.6278241058497717	0.503239562397784	-0.4547554130517773	1.1310636682475557	0.17306869279799436	-0.9579949754495614	0.8818224000766892	0.916500010891713	1.120282535830786	0.9591005526879992	1.1553936819497377	1.1820727917420608	-0.7119620751243922	0.5490884412627063	-0.40592921741347776	1.1792962323685543	0.14979196744951842	-0.8104365333015843	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.1624829048764497	0.2867502700473643	0.16152240970481954	0.03669151758190325	0.06486696304127093	0.2867502700473643	0.16152240970481957	0.03669151758190325	0.011117803657560012	0.20798425757551475	0.22334742597623705	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__uncultured_bacterium	5.057243736859001	3.9345954485290564	-0.5013423816106011	-1.1226482883299447	-5.558586118469602	-4.4359378301396575	0.9463135038828946	0.9836183791857549	1.2019959141252765	1.0182086510631254	1.2304624816716834	1.25937833356086	5.344152562663663	4.0001239624925855	-0.4170915855196071	-1.1025719405917171	-4.517477128532851	-3.522323444772277	9.084103481177233e-8	6.330931203434262e-5	0.6766114193980299	0.270213101089779	6.258078510870751e-6	4.277818754267688e-4	4.215024015266236e-6	0.002810933454324812	1	1	2.841167643935321e-4	0.018565733393521765	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	0	0	0	0.20698357941948428	0	0	0	0.20698357941948428	0.21526379621148983	0	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__WPS-2;c__WPS-2;o__WPS-2;f__WPS-2;g__WPS-2;s__hydrothermal_vent	-0.9510859309451287	0.41066305220885135	-0.8080974354822117	1.36174898315398	0.14298849546291703	-1.2187604876910632	0.6425537050739828	0.6674754992091899	0.8171372127391453	0.7455868596806491	0.88209378624214	0.9004097544269769	-1.4801656630952302	0.6152481292502807	-0.988937259108992	1.8264122623315093	0.16210123877198002	-1.3535620662691348	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.12931772993294088	0.32733064483012103	0.04709981483721128	0.12888966096088156	0	0.3273306448301209	0.0470998148372113	0.12888966096088159	0	0.25286672506080915	0.2285235737414389	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Pseudofulvibacter;__	0.3867864408199061	0.06236683415638732	3.061099054813104	-0.32441960666351877	2.6743126139931976	2.9987322206567164	0.597663756190664	0.6207550629764323	0.7602635296945186	0.7069413964542651	0.832123743438078	0.8488608879789087	0.6471639560095982	0.10046931209444707	4.026365773514197	-0.45890594084697484	3.213840050932527	3.5326544821690793	0.5175258363439215	0.9199717449396094	5.6645550579819153e-5	0.6463017123992676	0.001309726100977864	4.11409781027956e-4	1	1	0.0026283535469036087	1	0.05815183888341716	0.018678004058669203	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	0.2978464776510679	0.14486399090588095	0.04195509399181394	0	0	0.14486399090588095	0.04195509399181394	0	0.04207378331560013	0	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;__;__;__	0.41828382324669494	0.2565595033830641	2.79477286265807	-0.16172431986363084	2.376489039411375	2.538213359275006	0.5371913067589871	0.5578192516346449	0.6836414314759048	0.655849998244573	0.7657300500395656	0.7803398791362665	0.7786496504761191	0.45993303858057416	4.088068297183906	-0.24658736036669504	3.1035598502221253	3.2527023507813984	0.43618612297640247	0.6455642848475123	4.349801053883763e-5	0.8052275875039941	0.0019120755677931231	0.0011431317151306293	1	1	0.002018307689002066	1	0.08489615521001466	0.05189817986693057	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.42969018228385425	0.2638455713259013	0.018612362012903706	0	0	0.26384557132590136	0.0186123620129037	0	0.10354779776855867	0	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Marinifilum;__	0.1764291552980053	2.23579352290796	-0.32657167120147806	2.059364367609955	-0.5030008264994834	-2.562365194109438	0.7956686657613717	0.8268348132286708	1.0111255626509312	0.8810210221298429	1.0558963663702914	1.0795759904732942	0.22173696525950412	2.7040389291030316	-0.32297835527497165	2.337474720672954	-0.47637329052336796	-2.3734922013095883	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.2177691425312656	0.06977454067788809	0	0.049690135660346656	0	0.06977454067788809	0	0.049690135660346656	0	0.14927441060095822	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia-Loktanella;__	-1.7823819043896219	-1.2268465780664448	-1.4735224947672345	0.555535326323177	0.30885940962238734	-0.2466759167007897	0.7574034712402908	0.787009409001744	0.9626448746572314	0.8467269577389781	1.012051325678924	1.0343943529519581	-2.353279291776774	-1.5588715510054674	-1.53070206216172	0.6560973655623621	0.30518156716527417	-0.23847376582908164	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00849015328135803	0.07021076713880614	0	0	0.008490153281358038	0.07021076713880611	0.09680710857615615	0.10570473260211809	0.03540796571081656	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium;__	1.8197085519542742	0.9795609968880956	0.8457617625107138	-0.8401475550661786	-0.9739467894435604	-0.13379923437738184	0.8651426830032188	0.899140611562809	1.0991489391509435	0.943899373847332	1.1360548309938603	1.162154273937855	2.103362355949676	1.08944138913435	0.7694696618313047	-0.8900816955113963	-0.8573061465629417	-0.11513035521868813	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.1270844807486595	0.13040329630139855	0.05636519734195358	0.01963300517924634	0.09629088216447759	0.1304032963013985	0.05636519734195357	0.01963300517924635	0.029415128362829796	0.04525151079032561	0.013199063227438298	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Planctomycetota;c__OM190;o__OM190;f__OM190;g__OM190;s__uncultured_planctomycete	-0.3857613594148643	0.26116164326576924	-0.3172272626910804	0.6469230026806335	0.06853409672378385	-0.5783889059568497	0.745869553216853	0.7750051492015955	0.9480319432886348	0.8364427166942809	0.9988833778362454	1.0208229980709813	-0.5171968177962462	0.3369805265614248	-0.33461663917214485	0.7734217654944125	0.06861070896208184	-0.5665907870902339	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.12761233940692399	0.2535515134768296	0.08382059700155572	0.007920961135658877	0.11322509942649557	0.2535515134768296	0.08382059700155571	0.007920961135658874	0.14540978495737325	0.1367190688229492	0.08023479687901328	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Portibacter;s__Portibacter_lacus	-0.08751485791283219	-0.043648155338476255	-0.21087084242791246	0.04386670257435593	-0.12335598451508027	-0.16722268708943622	0.5551247624850166	0.5764827232594185	0.7063653672242833	0.6708761139920257	0.785298963530669	0.8005393746811534	-0.15764898960923995	-0.07571459399804856	-0.29852941864427124	0.06538718797622499	-0.15708155778084476	-0.20888752306036076	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.10816752657228286	0.18618424116175056	0.06938449214887829	0.07299608270677471	0.03879994220055523	0.18618424116175056	0.06938449214887828	0.07299608270677471	0.08633952482736175	0.06446098799777755	0.0022622098738375005	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Hwangdonia;s__Hwangdonia_seohaensis	0.9151296238456624	1.3086890201371584	0.76852378539047	0.39355939629149594	-0.14660583845519248	-0.5401652347466884	0.7233038754774922	0.7515191944862804	0.9194424578675786	0.8163976580205876	0.9731898425640123	0.9943395159955754	1.2652076877668263	1.741391344011839	0.8358584909955893	0.4820682573314919	-0.15064464510741066	-0.5432402374211708	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.25289062905351434	0.21603269525936394	0.12931848864148635	0.0899654683803868	0.11404286205284604	0.21603269525936394	0.12931848864148632	0.08996546838038677	0.08853376247602501	0.03312408022886977	0.020299510095809676	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Kangiellaceae;g__Aliikangiella;__	-0.39527228797054115	-0.39148326801784017	-0.21842018711203928	0.0037890199527009782	0.17685210085850187	0.1730630809058009	0.5966661710152285	0.6197168101902489	0.7589996044923273	0.7060891640989724	0.8310194837939228	0.8477215271794867	-0.6624680720510511	-0.6317131657242885	-0.2877737825148594	0.005366206062000793	0.21281342291892386	0.20415086246731415	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.18945612717308846	0.2909102728144083	0.0445015851971023	0.021202985086877055	0.1394842693352441	0.2909102728144083	0.04450158519710227	0.02120298508687706	0.1418530333235225	0.14562993520011863	0.006071596636800929	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;__	0.9235263506276328	0.04986566468033855	0.5492976344141328	-0.8736606859472942	-0.37422871621349996	0.4994319697337943	0.49177929173960755	0.5105622881786404	0.6260900981541624	0.6183123308606511	0.7166764258651257	0.7296931394203389	1.877928506018979	0.09766813145997788	0.8773459858789829	-1.4129763265940607	-0.5221724933421036	0.6844410927729678	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3253730437536283	0.43964688125415524	0.050110673319792395	0.04609841990888893	0.30413407912775164	0.4396468812541553	0.0501106733197924	0.04609841990888895	0.252480140075739	0.1576716466451791	0.06716306606030802	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__Truepera;s__uncultured_organism	1.0142738043895947	3.2226947003811213	-0.32406092914228146	2.2084208959915266	-1.3383347335318763	-3.546755629523403	0.6966221980695266	0.72374928657332	0.8856384446473584	0.792833481901592	0.9429354987729566	0.9631499871870297	1.455988349496099	4.452777723124766	-0.36590657406625493	2.7854788507350654	-1.4193279765937896	-3.6824541106853323	0.14539584030948505	8.476649329594303e-6	0.7144347906560442	0.0053448726576393124	0.1558034194224325	2.309994587265592e-4	1	3.933165288931756e-4	1	0.23731234599918546	1	0.010487375426185786	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	0	0.1986246640015621	0	0.054140253235791615	0	0.19862466400156203	0	0.054140253235791615	0	0.07353534954714999	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__uncultured_organism	0.9018421702149	0.3332590315667282	0.08355790544129373	-0.5685831386481718	-0.8182842647736063	-0.2497011261254345	0.694481243898593	0.7215210090517471	0.8829259969643691	0.7909494470506718	0.9405141027131053	0.960653499331758	1.2985839115715347	0.46188403024426283	0.0946374959267008	-0.7188615413644075	-0.870039335309378	-0.25992839905244663	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.1712875677589386	0.25438467241348345	0.05833441975706009	0.015177470714926944	0.138579820886831	0.25438467241348345	0.05833441975706009	0.015177470714926944	0.1364591677693522	0.15596471002208648	0.026532706278476124	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__uncultured;s__uncultured_Sphingobacterium	0.8740555638673908	0.7439495721193358	0.6075032983032628	-0.13010599174805504	-0.26655226556412803	-0.136446273816073	0.6594608857201087	0.6850722556853089	0.8385575464388045	0.7602836105623256	0.9010471306593215	0.9199572095398805	1.325409258978191	1.085943221237487	0.7244622636612293	-0.1711282341754352	-0.29582499793222167	-0.14831806566776842	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.39746994619423315	0.3554787531294901	0.2354004259326384	0.04848581278327743	0.23273105622897852	0.35547875312949007	0.2354004259326384	0.04848581278327743	0.040665677993323705	0.11278475566572849	0.05575337333170159	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Lewinella;__	-0.8794341549612036	0.05029070889297479	-1.1048682755537371	0.9297248638541784	-0.22543412059253354	-1.1551589844467118	0.8116708565229945	0.8434893676469334	1.0314000324221566	0.8954373493971638	1.0742996603566535	1.0985374341582872	-1.0834861790264232	0.05962222029338656	-1.0712315695385877	1.038291360618471	-0.20984286685680636	-1.0515426680309796	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.04769517255419472	0.06209933151251429	0.02004128342846624	0.17150285614628152	0.07070213257541165	0.06209933151251427	0.020041283428466238	0.17150285614628152	0.007882843349627291	0.07007883014449168	0.2227384501214476	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiales;g__Candidatus_Jidaibacter;s__uncultured_bacterium	0.43491452713219764	0.7645251614536641	0.11651312293572479	0.3296106343214665	-0.31840140419647284	-0.6480120385179393	0.452158393482682	0.4693397956181891	0.5758588096999018	0.5861887508627391	0.6745003903602151	0.6861365808278745	0.9618632174055952	1.628937432093677	0.20232932269707476	0.5622943699215536	-0.4720551815046859	-0.9444359281005902	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.8903361615171383	0.5235997634526758	0.6720920445599022	0.10270981963369213	0.3035146616001245	0.5235997634526758	0.6720920445599022	0.10270981963369213	0.42252676292092856	0.26920525005461865	0.13938282159559587	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Photobacterium;__	-1.2710550150471809	-1.1671450652417918	0.6951602918175591	0.10390994980538903	1.9662153068647399	1.862305357059351	0.7929127676584705	0.823966558650817	1.0076339074722689	0.8785425467064009	1.0527308336352323	1.0763142853021075	-1.6030199876850255	-1.4164956732624	0.6898937070919189	0.11827537572874611	1.867728429759308	1.7302616740208239	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.21036108643676527	0.4905806745654714	0.05333266064872184	0.10404213950767492	0.2555485566160574	0.49058067456547133	0.05333266064872179	0.10404213950767491	0.29291931130520027	0	0.2331544967318123	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Rubinisphaeraceae;g__Planctomicrobium;s__uncultured_bacterium	-0.894894113400629	-0.4605877914029405	-0.2569639089765169	0.4343063219976885	0.6379302044241121	0.2036238824264236	0.761404040884557	0.7911731115774832	0.9677134230437705	0.8502999633735082	1.0166240231122246	1.0391069162394933	-1.1753209404575664	-0.582158044381205	-0.2655371960929121	0.510768364936307	0.627498652324972	0.19596047263676608	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.1788364397625914	0.30021886481205445	0.14094604551409587	0.053841165965114776	0.26722550064237577	0.3002188648120545	0.1409460455140959	0.053841165965114776	0.06226271504107023	0.2968955397758487	0.16214426342765118	FALSE	FALSE	FALSE	FALSE
